,Unnamed: 0,question,label
35711,35711,PostgreSQL function with duplicate parameters,low
35712,35712,Aggregate function in MySQL - list (like LISTAGG in Oracle),low
35713,35713,Grep: Extract data from one file to update another,low
35714,35714,Keep together in reporting Service 2008,low
35715,35715,Ordering in Ruby Pathname .children,low
35716,35716,C#: Google Text-to-speech Loop,low
35717,35717,TCL how to use math::geometry library,low
35718,35718,Adding a condititnal statment for null value in XSLT,low
35719,35719,Use jquery to dynamically number table columns diagonally,high
35720,35720,Button Image Changing which is in UITableviewCell?,low
35721,35721,Hadoop Reduce Output File Never Created for Large Data,low
35722,35722,Combobox show and hide ComboBox items in WPF,low
35723,35723,Separate table for banned users?,low
35724,35724,I'm trying to make a button in html that directs the user to another page. It's not a link it's API Piece,low
35725,35725,Object created is empty,low
35726,35726,iconv function on PHP,low
35727,35727,Cocos2d-x RemoveFromParentAndCleanUp(false) does not work,low
35728,35728,iOS 8 writeToFile in Simulator,low
35729,35729,OpenBLAS crashes on Ubuntu 15.04,low
35730,35730,A more condensed way of doing the following loop?,low
35731,35731,Bandwidth when plotting densities in R,low
35732,35732,Which JRE is required to run servlets..Server JRE or Client JRE?,low
35733,35733,Method string to byte,low
35734,35734,DBCC Command Not Working Inside Procedure,low
35735,35735,Casting a String as Integer in a .net DataTable,low
35736,35736,SOAP-ERROR: Encoding: Violation of encoding rules,low
35737,35737,How to pass new messages to the thread function on run time?,low
35738,35738,"I made a copy of a working Django poll, however i did something wrong, because my poll does not work",low
35739,35739,Can't set content type when uploading to Amazon S3,low
35740,35740,Check Recipient Works Sending New Email but Does Not on Reply,low
35741,35741,Store data in array from input,low
35742,35742,Requests interacting strangely with redirect,low
35743,35743,[Android]ListView notifyDataSetChanged Update error,low
35744,35744,Inline headings in form,low
35745,35745,Making dynamic images have static filenames,low
35746,35746,complex multiplication / divison with infinity and nan,low
35747,35747,Recommendation needed for dynamic CMS / portal site system,high
35748,35748,Is it possible to escape a reserved word in Python?,low
35749,35749,as3 image over another using bitmap,low
35750,35750,Anyway to determine line count for a itextsharp pdfField when filling the form?,low
35751,35751,Most idiomatic way of applying modulo to list in python,low
35752,35752,Query regarding the storage of .AVI files to FTP server or mysql server,low
35753,35753,How to set setAutoCancel(true) on addAction()?,low
35754,35754,Regex operation cost,low
35755,35755,How to change jQuery's animation transition from linear to quadratic,low
35756,35756,Efficiently Read last 'n' rows of CSV into DataFrame,low
35757,35757,Protractor test is not grabbing baseURL,low
35758,35758,Fancybox - Set width without streching image.,low
35759,35759,"Compare using curdate while ignoring Year? - mysqli , PHP?",low
35760,35760,RDMA CM for Windows,low
35761,35761,Unit Testing Core Data in XCode 7 Beta/Swift 2,low
35762,35762,How to test scope values after service call http.get,low
35763,35763,Repeat PHP loop,low
35764,35764,Awk:How to get a part of a field?,low
35765,35765,Calculation in two columns of different row in sql,low
35766,35766,why i can't install mobione on my pc,low
35767,35767,Jquery ul li item placement after removed,low
35768,35768,Getting an instance name inside class __init__(),low
35769,35769,How to make a PHP extension,low
35770,35770,Add property of each element in array to a new array,low
35771,35771,Uploaded image after cropping not refreshed using codeigniter,low
35772,35772,com.google.android.gms.location.places.ui.PlaceAutocompleteFragment can not Resolve in com.google.android.gms:play-services-location:9.4.0,low
35773,35773,Can't used Stored Variables in Selenium IDE,low
35774,35774,Not able to set Adcontrol TestMode property value in WP7 app,low
35775,35775,iOS Developer PageControl Sample Optimization,low
35776,35776,MATLAB-like array indexing with Numpy,low
35777,35777,html does not load css file in some browsers,low
35778,35778,.net application hangs in iis7.0 at peak time randomly,low
35779,35779,Android tabHost accessing specific tabs,low
35780,35780,Stop event for ng-keypress in angularjs bug in andoird,low
35781,35781,Why can't daemon attach to php session?,low
35782,35782,How to run service in background every 10 minute?,low
35783,35783,Error inflating map View,low
35784,35784,Maximizing the number of lines finishing with the letter r,low
35785,35785,C# deserialize xml array of different types into multiple arrays,low
35786,35786,Liferay7.0 or 6.0 image (test-user) upload function/code,low
35787,35787,Unsigned long long overflow,low
35788,35788,Automatic quality while uploading,low
35789,35789,cordova / phonegap 3.0 device properties,low
35790,35790,C List Segmentation Fault,low
35791,35791,ng-click while having href for fallback,low
35792,35792,CSS3 transition cannot repeat,low
35793,35793,Can I calculate something inside a for loop and then plot those values on the same graph?,low
35794,35794,how to access/insert into server database using html5 and javascript,low
35795,35795,How to get width/height of text,low
35796,35796,Multiplication weird output,low
35797,35797,Formatting a Date stored in the DB,low
35798,35798,LAST_INSERT_ID() MySQL,low
35799,35799,ionic change side menu icon on hover and activation,low
35800,35800,Can you you show a grey hint in an HTML text box with CSS alone?,low
35801,35801,Display LI inline and overflow the containing DIV,low
35802,35802,Using Sage Math library within Python,low
35803,35803,Kind of RDF ontologies for tourism,low
35804,35804,Eclipse plugin not executed,low
35805,35805,checkbox that checks other checkboxes,high
35806,35806,Python - sort a list of lists that are uneven in length,low
35807,35807,Problem reference converter from an external assembly,low
35808,35808,Use blob storage for temporary storage for PUT,low
35809,35809,"Add data to post edit page, when post is published",low
35810,35810,Why am I not seeing any performance increase by implementing MySQL prepared statements?,low
35811,35811,How to declare a function in the scope of the browser?,low
35812,35812,Work with NSManagedObject in different threads via MagicalRecords,high
35813,35813,Limits of translation of a multi-lingual website,high
35814,35814,CSS3 Card Flip Padding,low
35815,35815,Setting Up Uberjar with Nginx on Digital Ocean VPS,low
35816,35816,Can scripts write/read directly to/from Google Document?,low
35817,35817,Using the GIL as a thread pool,high
35818,35818,SQL Select query with Group and status (SQL server 2008),low
35819,35819,magento: override Mage_CatalogSearch_Model_Query ends with Invalid Method prepareResult,low
35820,35820,"Multiple Postgres SELECT processes(django GET requests) stuck, causing 100% CPU usage",low
35821,35821,Optimizing MySQL search query,low
35822,35822,Jetty 9 WTP plugin,low
35823,35823,PHP Loose comparison and null on Switch,low
35824,35824,"If explicitly implement a getter, is the ivar still created?",low
35825,35825,Assign value from a drop down menu to a variable in a controller which is used in a model in Codeigniter,low
35826,35826,Read HTML file in Swift 2.0,low
35827,35827,"Find all records based on groupby, count and max createDate",low
35828,35828,VB.net NVarchar SQL Server Parameters Error,low
35829,35829,Using Python to 're.split' unicode characters,low
35830,35830,ES6 + jQuery + Bootstrap - Uncaught ReferenceError: jQuery is not defined?,low
35831,35831,Highlighting a qtreewidget column on hover,low
35832,35832,Printwriter println: no new line created,low
35833,35833,Fibonacci recursion with a stack,low
35834,35834,Calculating Dll entry point on Windows Server 2008R2,low
35835,35835,Python profile output in eclipse,low
35836,35836,TypeError Exception in Marshal.dump,low
35837,35837,Google app engine Big table database with Python desktop applications,high
35838,35838,getResourceAsStream returns InputStream but Scanner is unable to read,low
35839,35839,Load image from resources,low
35840,35840,Unable to get Spring Framework Debug messages logged,low
35841,35841,Send command via ssh and read ouput results,low
35842,35842,Using synonym token filters on a not tokenized field,low
35843,35843,Run-time error '509': this command is not available- WordBasic for Word 2013,low
35844,35844,How to play two separate audio and video tracks in a single player without creating any output file in android?,high
35845,35845,will arguments be passed to inner function in Javascript?,low
35846,35846,Is it possible to write a program to grab the online search result?,low
35847,35847,Python insert text after last match in search,low
35848,35848,Node + Mongo: Chained driver methods are executed asynchronously?,low
35849,35849,sudo chown `whoami` does not affect homebrew's abilty to write to /usr/local,low
35850,35850,Maven provided scope and eclipse runtime classpath,low
35851,35851,Yield Return WebApi,low
35852,35852,Maintaining Laravel Session on multi domain single laravel installation,low
35853,35853,Unable to set up gerancho project -Django,low
35854,35854,How to simply detect browser type with JQuery or JavaScript?,low
35855,35855,Netbeans cannot connect to MSSQL,low
35856,35856,Querying from a DataServiceContext,low
35857,35857,Cursor not working corretly on Html Select Option Microsoft EDGE,low
35858,35858,R equivalent to Stata's xtregar,low
35859,35859,VBA - Populate Word document with CSV table values,low
35860,35860,content editable is disabled by jquery,low
35861,35861,How to get array of json objects rather than mongoose documents,low
35862,35862,Very fast cache / access time-indexed data in c#,high
35863,35863,Jquery .Submit() is not triggering submit event,low
35864,35864,"Read line by line between a pattern, then print in de-limited format",low
35865,35865,R ggplot barchat unable to create proper labels,low
35866,35866,Best way to parse a single twitter feed for a keyword,low
35867,35867,"dynamic autocomplete textview displayes slowly,how to display faster?",low
35868,35868,onDraw not being called to ImageViews that are inside ViewPager,low
35869,35869,use of ssh variable in the shell script,low
35870,35870,"JQuery Syntax, with .val(""""); (returning array)",low
35871,35871,Android BluetoothGATT discoverServices() delivers a lot of services,low
35872,35872,"Android: heap error importing ShowcaseView as project, ClassNotFound if as JAR, Out of Memory",low
35873,35873,AS3 Air for iOS Native Dialog,low
35874,35874,How to authenticate by Access Token in code using python-social-auth,low
35875,35875,How to build an offline browser side application?,high
35876,35876,DialogFragment doesn't show when set onDismiss,low
35877,35877,How to solve error CS0103: the name 'minutes' does not exist in the current context,low
35878,35878,"git works fine but tortoisegit aborts with ""cannot spawn sh"" + ""unable to fork""",low
35879,35879,Cannot start Google Admob Campaign (status always a red triangle),low
35880,35880,How to automate the retrival of files based on datestamp,low
35881,35881,Why is a variable declared in a using statement treated as readonly?,low
35882,35882,unix cut to extract column from text file and save rest of the contents to a new file,low
35883,35883,CSS webkit-transform not working properly on IOS,low
35884,35884,How to get the bitmap from a Graphics object in C#?,low
35885,35885,Angular JS formate date,low
35886,35886,"Creating own Report in Odoo: t-field for date, Customer ID etc.?",low
35887,35887,When serving static files in Hapi.js how do we ensure the correct mime type is sent?,low
35888,35888,"After downloading an app, ""The requested item could not be found on this device"" error",low
35889,35889,When was a ParseObject pinned?,low
35890,35890,Immutable Data Structure - Application maintenance,low
35891,35891,How to check if points are within radius with leaflet/javascript?,low
35892,35892,How does MaxDegreeOfParallelism work?,low
35893,35893,I want to escape the limit() in db_select,low
35894,35894,URL rewrite not found,low
35895,35895,How to parse words in awk?,low
35896,35896,CoreBluetooth APIMISUSE (send command - peripheral not connected),low
35897,35897,File path into JSON data structure,low
35898,35898,Can't install node-sass package via npm,low
35899,35899,Java Swing method addActionListener error,low
35900,35900,How to identify the active instance of a form when clicking on its menustrip component,low
35901,35901,C++ pointers and memory leak,low
35902,35902,What if tablespace is not defined(PARTITION),low
35903,35903,How to get a program location in C,low
35904,35904,Pass line id as argument in x-editable or TbEditableColumn to update a particular record,low
35905,35905,Magento Newsletter form not working,low
35906,35906,ASP.Net's auto-postback. What happens when its too slow?,high
35907,35907,Assigning CORBA::WChar* to wchar_t* and sth more,low
35908,35908,Source Control Alternatives,low
35909,35909,php code is not executing?,low
35910,35910,How to retrieve individuals from owl using SPARQL queries?,low
35911,35911,"""JQuery Interface file"" for Flow (Static Type Checker for JavaScript from Facebook)?",low
35912,35912,How to reprocess a deadlocked action from http request,low
35913,35913,"SQL Server query, Invalid length parameter passed to the LEFT or SUBSTRING function",low
35914,35914,How can I statistic instance numbers of each class and the memory they consumed in the peak time in native C++ project,low
35915,35915,Java Swing: Add resources at run time,low
35916,35916,share value between html tags in ngrepeat,low
35917,35917,"setTimeout on object method - ES5 bind, or closure?",low
35918,35918,TapGestureRecognizer not calling selector,low
35919,35919,Multiple Delete Statements Inside of Cursor DB2,low
35920,35920,In response jsonp is overwriting the first value with the second value,low
35921,35921,"Make some options in a select menu ""unselectable""",low
35922,35922,Passport.js practical for simple login,low
35923,35923,How does a TCP endpoint know whether the other endpoint has closed both halves of the connection or only one?,low
35924,35924,SQL - is there a recommended approach when joining to a tree at an arbitrary level?,high
35925,35925,MFP CLI 7.1 and El Capitan,low
35926,35926,What is the correct way to modify the styles for Foundation 6 top bar using gulp/sass?,low
35927,35927,Right Drawable in Android. Not Working,low
35928,35928,Customizing jQuery UI Autcomplete,low
35929,35929,Postgresql function update,low
35930,35930,How to pass function in array in fortran?,low
35931,35931,Calculation with an algorithm,high
35932,35932,Matplotlib scatter marker size,low
35933,35933,Automatically strip the number in front of python codes when pasting,low
35934,35934,Warn on missing Spring properties,low
35935,35935,turn axis visibility off in matlab,low
35936,35936,onActivityResult byte[] data returning null no matter how large the image,low
35937,35937,Plotting sublist parameters efficiently using a loop in R,low
35938,35938,"In Dart on server-side, how to set headers in HttpClient",low
35939,35939,Query regarding Asp.net membership,low
35940,35940,delayed job with in project generated file,low
35941,35941,UI android question/problem with Listview,low
35942,35942,check the value of a character in a string in c++,low
35943,35943,Working with a CSV file with odd encapsulation // PHP,low
35944,35944,Powershell: Verbose equivalent for the '&' call operator?,low
35945,35945,wpf style trigger on dynamic path,low
35946,35946,Tools for creating interactive chart,low
35947,35947,Python - Unable to detect face and eye?,low
35948,35948,Clean up if statement Javascript,low
35949,35949,How to enable logInfo in Spark MLlib,low
35950,35950,How can I create a list with previous ordered products in Shopify?,low
35951,35951,Stream application/octet-stream mime type with Videogular,low
35952,35952,Objective-C issue with connectionDidFinishLoading and Delegate,low
35953,35953,UTF-8 char is not showing well in <td> elements,low
35954,35954,Json split print_r to foreach,low
35955,35955,How to register dynamique URL Handler for Spring WebSocket with @EnableWebSocket configuration?,low
35956,35956,Rails ajax form on Firefox returns 406 not accepted - but only on second post request,high
35957,35957,"Firefox OS:processes, memory",low
35958,35958,"Can't get SignalR, CORS and Server-Sent Events to work together",high
35959,35959,Creating a CocoaPod,low
35960,35960,How can I get return value when using awk in perl script?,low
35961,35961,How to emit returned mongo query with socket.io,low
35962,35962,"Java Android, listing multiple stored values in settext",low
35963,35963,JQuery ajax call updates on character deletion,low
35964,35964,Decrypt RSA message with part of private key censored?,low
35965,35965,Is there a more efficient way to write this PHP/jQuery,low
35966,35966,Issue with getting text into the centre of div,low
35967,35967,php manual exception example,low
35968,35968,imagesetpixel() will not change color of black pixels,low
35969,35969,Fast Exp calculation: possible to improve accuracy without losing too much performance?,low
35970,35970,Feature Extraction : SPTS and CAPP,high
35971,35971,pl.errorbar lolims on log log plot,low
35972,35972,Does a label on source branch get applied to target branch upon merging,low
35973,35973,Drop-down list box not displaying chinese characters,low
35974,35974,Is moving a file atomic if more than 1 directory is involved?,low
35975,35975,"`Dictionary<K,V>` available in `mscorlib` and `System.Collection` Error when adding DNX app to depencies",low
35976,35976,Purpose of final and sealed,low
35977,35977,Formatting date string in Python for dates prior to 1900?,low
35978,35978,Mimic STRING_SPLIT without custom function in SQL Server 2008,low
35979,35979,How to form an if statement to choose one of several dictionaries?,low
35980,35980,How to obtain the screen's height position in a long html page?,low
35981,35981,Gmail EventReservation markup disappearing,low
35982,35982,Calculate scale factor on fixed map size and dynamic object positions,high
35983,35983,Hide content on scroll,low
35984,35984,Node js module mkdirp only creates half the directories,low
35985,35985,Wordpress loop query not working,low
35986,35986,How to clear a text file that is being used by another process,low
35987,35987,Loop Order in Comprehension,low
35988,35988,Swipe image with view adaptor class,low
35989,35989,Updating Meteor hourly by importing json,low
35990,35990,Updating Global Javascript Variable with Firebase array value,low
35991,35991,how to get input from console in Xcode 4 in C++,low
35992,35992,"jQuery drop down nav, some items not hiding on mouseout",low
35993,35993,How to insert bulk data into mysql using sql adapter?,low
35994,35994,Change Name of iPhone Developer in Code Signing Identity,low
35995,35995,A short bit of programming done for math exam?,low
35996,35996,regex usage to find a pattern,low
35997,35997,Show progress bar until the webgrid completely loads and pagging to next or previous pages in the webgrid in MVC,low
35998,35998,CMake set start path for FIND_PACKAGE?,low
35999,35999,"Shopify - how can I display the ""Browse by subcategories"" form on index.liquid?",low
36000,36000,"Is it ""bad"" to use @properties for private variables just for the memory management benefits?",low
36001,36001,Rails 2 to Rails 3 conversion,high
36002,36002,how to access UI elements of one viewcontroller from an objective c class?,low
36003,36003,"New to R, Loop Error- Replacement has length zero",low
36004,36004,General solution to updating fields for table in Entity Framework 4.0,low
36005,36005,Move images in every div JQuery,low
36006,36006,Using a CustomRequest for Form Validation in Laravel 5.1 fails?,low
36007,36007,Automake: overwriting DEFAULT_INCLUDES,low
36008,36008,How to use EmbossMaskFilter?,low
36009,36009,Parse.com - PFUser.logInWithUsernameInBackground() hangs,high
36010,36010,Prism for converting to a Bounded Integral,high
36011,36011,How To Make Pointers that Point to Each Member of a List,low
36012,36012,CSS selector for targeting only immediate children and not other identical descendants,low
36013,36013,creating a webpage for iphone,low
36014,36014,point _except_handler4_common couldnot located in msvcrt.dll in Windows XP,low
36015,36015,Convolve a sector along a trajectory to make a heat map in python,high
36016,36016,JTable JComboBox is defaulting to display 1st item when list is expanded,low
36017,36017,How to manage session in Oracle JET application,low
36018,36018,MASM and C jump to function,low
36019,36019,Empty set returned from query,low
36020,36020,Get sample of all records in table,low
36021,36021,Lambda calculus help,low
36022,36022,How to parameterized array with activerecord,low
36023,36023,RequestDispatcher forward between Tomcat instances,low
36024,36024,Issue in running generated build using Selenium Webdriver?,low
36025,36025,Credit card validation and parsing utilities for .Net Compact framework 3.5,high
36026,36026,How do I reset Iterm to default?,low
36027,36027,"It is bad to put <span /> tags inside <option /> tags, only for string manipulation not styling?",low
36028,36028,Netflix Governator configure with Archaius Configuration Provider,high
36029,36029,SQL Foreign Key (Cannot add or update a child row),low
36030,36030,How can I achieve this a slide effect like this in Javascript/CSS?,low
36031,36031,"Emacs CEDET semantic completions ""cannot find types for ...""",low
36032,36032,10341 - Solve It WA,low
36033,36033,'System.Collections.Generic.List<int>.Contains(int)' has some invalid arguments,low
36034,36034,phmagick class not found on laravel 4,low
36035,36035,How can I run my dse spark app with python on a server while closing my terminal?,low
36036,36036,Transform XML to table with XSLT,low
36037,36037,Python kivy link checkbox from application to .kv,low
36038,36038,"Octopus merge: cosmetic, or indispensible in some cases?",low
36039,36039,Javascript - Select text range from contenteditable DIV,low
36040,36040,Running pdb in daemon mode with WSGI,low
36041,36041,JPA - saving objects together,low
36042,36042,What files have been affected between two revisions GIT in Visual Studio 2015,low
36043,36043,Active model Serializers does not work when i try to return a hash of multiple models via Rails?,low
36044,36044,unable to access asp.net textbox value in jquery modal dialog,low
36045,36045,Cannot read values from [NSUserDefaults standardUserDefaults] after synchronize,low
36046,36046,jQuery Quiz compare correct answer in array,low
36047,36047,MIPS assembly printing element of an array,low
36048,36048,convert seconds to time format javascript,low
36049,36049,Specify a folder in MediaStore managedQuery,low
36050,36050,Move comma position JavaScript,low
36051,36051,Comparing columns in tab delim files,low
36052,36052,Chrome Manifest.json syntax error,low
36053,36053,Object loaded through LoaderOBJ parser does not position relative to the real world,high
36054,36054,extending existing functions (student's t-test),low
36055,36055,Writing a table with values for several years as a dictionary?,low
36056,36056,Resque call is getting stuck,low
36057,36057,Google .NET Library Can not use with release mode,low
36058,36058,Display multiple rows as an array,low
36059,36059,"How to cluster with K-means, when number of clusters and their sizes are known",low
36060,36060,stop when the character appears second time while file reading + components for graph C++,low
36061,36061,Efficient responsive images with gulp,low
36062,36062,Perform method after adjustRegion animation finish,low
36063,36063,"Is it possible to ""hide"" a sub directory after rewriting root to that directory?",low
36064,36064,Architecture issue with Data Entry Order Conflicting with Database Constraints,high
36065,36065,How to make Visual Studio 2010 render HTML with respect to carriage return,low
36066,36066,Procedure to insert records asynchronously,low
36067,36067,"Fit the text to the textview (with height = ""fill_parent"") by editting the xml file",low
36068,36068,Unable to get repr for <class 'django.db.models.QuerySet'> while aggregating data,low
36069,36069,502 Bad Gateway on Ubuntu 14.04 with Nginx 1.6.2 and PHP 5.6.4,low
36070,36070,.ics attachment Issue in yahoo mail,low
36071,36071,Possible workaround to have multiple http get methods two actions with same name?,low
36072,36072,template in copy constructor,low
36073,36073,Laravel: Invalid argument supplied foreach(),low
36074,36074,JobSheduler complex rules,high
36075,36075,How to call a .exe file from Java with some parameters,low
36076,36076,iOS views animation,low
36077,36077,Facebook php sdk-v4~5.0@dev could not find user is logged in or not,low
36078,36078,Z-index not working on IE8 where top menu falls behind left hand menu,low
36079,36079,Gulp not excluding a directory,low
36080,36080,C/C++ Optimizations,low
36081,36081,Modifying member values of composite types in an array,low
36082,36082,On click of send to mail recipient call a c# function and get the file or folder on which it is clicked,low
36083,36083,How can I identify DirectShowNet Filter Pins,low
36084,36084,Using Initial Context with Play Framework instead of Tomcat,low
36085,36085,Is there any way to pipe request body only in express?,low
36086,36086,How to persist a key-value map for fast lookup?,low
36087,36087,Set to null a parent record so that children are removed: howto?,low
36088,36088,VB6 silently deleting huge chunks of control data from forms,low
36089,36089,"publish feed simple facebook fails with ""cancelled by user""",low
36090,36090,Is it possible to have a generic constraint requiring an open generic interface?,high
36091,36091,"How to use a foreach loop, but do something different on the last iteration?",low
36092,36092,Supporting TLS 1.2 and 1.1 in portable HttpClient,low
36093,36093,Attributes in DB using active records not updated even when save gives no errors in Rails,high
36094,36094,How to make an Eiffel Vision2 window always on top?,low
36095,36095,Parse API Crash Reporting for Xamarin iOS,low
36096,36096,Event namespace is not showing with jquery,low
36097,36097,How to do a preg-match across two columns in a row?,low
36098,36098,Php If statement not working as expected,low
36099,36099,Add Working Days to Start Date to Create End Date (including Bank Holiday),low
36100,36100,How to prepopulate country in jsp,low
36101,36101,How to add line numbers to input file,low
36102,36102,How do I detect which direction a UIImageview is animating?,low
36103,36103,"Strange behaviour of ""position: relative"" when zooming. What's happening?",low
36104,36104,Ruby Version Inconsistent,low
36105,36105,"ITextSharp: Remove ""scroll long text"" from a form field",low
36106,36106,I need to get a List of generic lazy loaders that will instantiate instances of their inferred type,low
36107,36107,installer for distribution visual studio 2008 express,low
36108,36108,How to clear specific input field in jquery,low
36109,36109,Impossible to update table php-mysql,low
36110,36110,Adding Custom Icon for CyanogenMod Users in Android App,low
36111,36111,how to generate a corresponding table in db when I add a friendship model in AccountModel.cs,low
36112,36112,creation of gates in fcm,low
36113,36113,Why Jquery dialogUI allowing to do other work on back end while popup message?,low
36114,36114,What is the most efficient way to transfer pictures over wifi from FlashAir in Java8?,low
36115,36115,Need help writing a regular expression,low
36116,36116,How should I embedded a tabHost into every Activity in my App,low
36117,36117,rails on windows: No Rakefile found error,low
36118,36118,Python Pandas Pivot Table Sort by Date,low
36119,36119,How to implement a web app with blazeds+java+flex+tomcat?,high
36120,36120,How to get a fixed number of rows in sql,low
36121,36121,"Fetching data in background, but table view not updating",high
36122,36122,UTF-8 text not fetching accurately in CodeIgniter php,low
36123,36123,Change text of âCancelâ button on a UISearchBar using Monotouch?,low
36124,36124,Calculating convolution of two functions using FFT (FFTW),high
36125,36125,EntityFramework Eager Load all Navigation Properties,low
36126,36126,unordered_map of unique_ptr: can't get value from iterator,low
36127,36127,play hls/rtmp on android,high
36128,36128,Joomla modified user system for approvals after payment & manual user checks?,high
36129,36129,MVC 4 UrlAction remove default controller from URL,low
36130,36130,Error registering VB6 dll in SysWOW64,low
36131,36131,How to select a match and split a string in ruby?,low
36132,36132,.NET MVC3 Can't upload large files via FileUpload,low
36133,36133,How to check if a string contains a continous integer,low
36134,36134,How to select value from kendo ComboBox using selenium webdriver C#?,low
36135,36135,Regular expression validate strong password,high
36136,36136,Volatile variables and standard library functions,low
36137,36137,Get text() from Widget in Layout,low
36138,36138,Django - Get model's children when really the child has its parent's foreign key,low
36139,36139,Internet explorer and serving files with asp.net httphandlers,low
36140,36140,Can you force a Page Render after it's loaded,low
36141,36141,EF6 forcing the use of my integrated account,low
36142,36142,Racket (Scheme) with quotes inside lists,low
36143,36143,YUM not installing php-pecl-memcached on CentOS 6.5 with PHP 5.4,low
36144,36144,ClusteredColumns : Gap between clustered bars,low
36145,36145,Cufon loaded asynchronously doesn't render in IE,high
36146,36146,Amazon EC2 cannot connect SSH via Ubuntu,low
36147,36147,htmlentities works when i run it within an echo but not when i define it in a var,low
36148,36148,Colorplot of 2D array matplotlib,low
36149,36149,First use of SWI-Prolog,low
36150,36150,Issue with textfields and scrollview,low
36151,36151,how to show the variable name while aggregate in R,low
36152,36152,My SDK manager does not show Google Play services,low
36153,36153,Any idea why this payline secure form doesn't work?,low
36154,36154,Java - Convert string to ISO 8601 date format error Joda-Time,low
36155,36155,Sending an Enter or Tab event to Spreadsheet,low
36156,36156,JPA EntityManager: merge() is trying to create a new row in the db - why?,low
36157,36157,how to make whole node of d3 tree layout clickable,low
36158,36158,Where to parse data,low
36159,36159,Tail-Recursive Power Function in Scheme,low
36160,36160,Ajax Call Parameter is not passing into PHP,low
36161,36161,operation with integer: result is only zero - Java,low
36162,36162,How to remove whole row from php page,low
36163,36163,Launch a simulation with input parameter in matlab from command prompt,low
36164,36164,What content i can put in keyphrase Meta Tags?,low
36165,36165,Delete specific row in r shiny,low
36166,36166,WMI recursive remote registry read,low
36167,36167,PDF-Scrollview - show PDF - document in landscape format,low
36168,36168,Java approach for XML Validation,low
36169,36169,Plaintext Connection,low
36170,36170,Use angular $parser on the server side in Node,high
36171,36171,Meteor not updating datas from database through template helper to web,low
36172,36172,"How to prevent ""regex injection""?",low
36173,36173,Parsing XML in Qt,low
36174,36174,Making a class act as string in Python when you have both str and unicode,low
36175,36175,Add word document and keep formatting,low
36176,36176,SQL - third table joined to two tables but where condition of column in third table is different,low
36177,36177,Zurb Foundation 5: columns don't seem to be clearing properly,low
36178,36178,"Flickr Api doesn't delete feeded photos when using an html input, but when changing it manually in the code",low
36179,36179,iOS select click scroll,low
36180,36180,How to convert this string manipulation function UTF-8 Compatible in PHP?,low
36181,36181,People api filter contacts,low
36182,36182,how to join three tables and retrieve selected columns from the three tables and in oracle?,low
36183,36183,Reading file without last x bytes,low
36184,36184,How to define variables in non-technical style,low
36185,36185,Loopback.io Multiple Include Model Query Conditions,high
36186,36186,Change String Array Item to Bold in Android,low
36187,36187,HTTP request failed! HTTP/1.0 403 Forbidden,low
36188,36188,Enable mod_python and mod_wsgi module,low
36189,36189,Run-time Error : Unable to get Vlookup property of the WorksheetFunction Class,low
36190,36190,Auto orientation in iPhone,low
36191,36191,Ajax call from dropdown select,low
36192,36192,How to add a new CSS class to a Link Badge if the value is 0?,low
36193,36193,Double integral with variable limits over implicit function in MATLAB,high
36194,36194,"Using RESTful Rails, How to Do an Insert and Create in One Action",low
36195,36195,Django runserver under virtualenv using wrong version,low
36196,36196,MailChimp send email v3.0,low
36197,36197,Does the order of implicit parameters matter in Scala?,low
36198,36198,SEO - anchor and b tag combination for keywords,low
36199,36199,How to exclude files from glob with # or ~ at the beginning?,low
36200,36200,mixing of pattern matching and date time functions in mysql,low
36201,36201,Add attribute to block: Autocad API VB.net,low
36202,36202,Can YUI3 IO utility serialize data automatically based on the given content-type header value?,low
36203,36203,How save canvas as image?,low
36204,36204,Excel: how to concatenate a number and a string,low
36205,36205,How do I cause a javascript visual effect from a controller when specific conditions are met?,low
36206,36206,Regarding sql generate Update,low
36207,36207,highlighting the current page in a list of links using css / html,low
36208,36208,how to reload web page on click back button of browser in asp.net,low
36209,36209,django hyperlink in custoom middleware not workiing,low
36210,36210,How can I save data from a html form in a file?,low
36211,36211,gitlab: git clone https with large repos fails,low
36212,36212,w3c validator ignores changes after jQuery & javascript changes,low
36213,36213,Consuming ASP.NET Web Service From Phonegap,low
36214,36214,Defining an infinite sequence of Fibonacci numbers using list comprehension in Haskell,low
36215,36215,JavaScript document.execCommand remove formatBlock formatting?,low
36216,36216,Swift stop unloading of table view cells?,low
36217,36217,Why does gettext Automake macros include deprecated AM_PROG_MKDIR_P macro?,low
36218,36218,How can I have my server add events to a google calendar using the client library for PHP?,low
36219,36219,"Creating an async method in .NET 4.0 that can be used with ""await"" in .NET 4.5",low
36220,36220,How to extract desired data from Jmeter response and to pass it as a request,low
36221,36221,Reload Facebook Like widget after changing data-href attribute programmatically,low
36222,36222,Some form data submitted by new users is a duplicate of a value submitted by a previous user,low
36223,36223,photo album like controls,low
36224,36224,Pass Get Variables Using Header,low
36225,36225,WrapMode issue with international language,low
36226,36226,"JQuery Array made in For Loop, All Elements the Same",low
36227,36227,"Wordpress: italics, bold, and links off baseline",low
36228,36228,sklearn LogisticRegression without regularization,low
36229,36229,Fatal error: Uncaught exception 'PDOException' with message 'SQLSTATE[42S02]: Base table or view not found: 1146,low
